image_id,id,caption
383556,801489,"An open pork, tomato and mayo submarine sandwich."
212019,204835,A man is chewing on a slice of pizza.
536896,194342,a small boy is playing with a black skateboard
124466,318087,A stop sign stands crookedly in front of a line of cars.
225769,363168,Two children on body boards at the beach.
41041,53086,A square-like pizza dish in the kitchen during a sunny day.
553878,533305,A large gray cat laying on top of a bench.
331797,506330,A man is sitting on some steps texting on his phone
143158,161260,A family is playing with plastic baseball bats in a yard.
300307,240635,The people are on the sailboat on the water.
1453,535336,A boat of women are pushing off of the shore.
95535,508100,A couple of men standing next to each other with food.
328751,242599,A long train on the tracks next to a platform.
497455,290508,A bicycle parked next to a pavement and  building
542642,47903,A half eaten slice of supreme pizza in a box.
299782,169156,Two young children standing on a moving horse
450621,459804,there are many people standing on a bridge in the rain
377816,658739,Surfer riding a wave on the ocean we much white waves.
554238,203296,A baseball game with a batter swinging at the ball and a catcher and umpire behind the plate.
26498,417438,A batter hits a baseball with his baseball bat.
470078,447537,Man on skiis standing next to a child at a ski lodge.
67496,426837,A skillet filled with snap peas and shredded carrots.
95422,146833,A baseball player at bat about to hit the ball.
166972,110332,A boat traveling past Buckingham Palace & Big Bend in London England.
263479,279000,Two lanes of traffic with a large dividing construction area in between.
490541,815891,Two small children holding tennis rackets at tennis practice.
535037,561551,The bed is made up with many pillows and a folded blanket.
64809,726585,A man on a tennis court with a racquet.
391754,816150,A couple of people sitting on snow while attached to snow boards.
366240,591422,A cat lays on the ground next to an open bottle.
177538,94951,The participants are waiting for the opening ceremony.
35241,424210,A skier putting their feet in the skies.
199143,209571,"A crude bathroom contains a green toilet, small sink, and trashcan."
405516,785188,a guy in a red vest with skis and ski poles
242696,53375,Two cats sit together on a wooden television stand.
75120,551226,A gentleman in an alley way talking to someone.
277188,484945,a row of three ambulances with white and yello paint
447615,536653,A man that is on ski's that is on a ramp.
260010,279090,A baseball player ready to hit the ball. 
421643,631807,A boy in a hat is smiling while holding a Wii controller. 
474670,723335,a couple of airplanes that are flying through the sky
462065,713070,a man tossing a yellow frisbee in a park like setting
2963,67526,A boy looking at tiger kite as it flies by.
491739,614480,Ranchers use horses to till the ground for the next crop. 
106043,664603,A group of zebra's gathering and grazing in a field.
193579,260076,a street sign and a traffic light on a city street
550235,540715,A little boy eating a big sub sandwich.
352312,136392,Two white polar bears playing on a slide at a zoo.
331541,168988,A kitchen that is very clean in a house.
65353,122743,Several Zebras standing and walking among grass and trees.
78359,524253,"A office caddy holding pens, scissors, and a ruler "
560020,458041,"A giraffe, standing in a pen, taking a peek inside a building."
363656,634293,A young prom couple poses for a picture dressed in formal wear.
100973,142778,A red train stopped at a train station. 
362500,614738,"A living room filled with furniture and accessories,"
248324,738991,A truck has a bed that is filled with bunches of bananas.
100626,561577,Some assorted type vases with some very pretty flowers.
359048,48191,A bike and two chairs on a patio that is on the beach.
360570,793632,A woman walking a dog down a sidewalk.
294159,665589,A large pepperoni pizza on a plate with utensils.
378007,584445,A herd of elephants standing next to a river.
234161,202685,A bathroom with a mirror and a blow dryer plugged in.
166207,621079,A man and woman walking past an R2D2 mail box.
262369,724842,An empty bathroom with brown tile on the floor.
162735,614579,A dog sitting on a couch with a bottle of wine. 
192560,781511,a bath room with a toilet and a bath tub
454112,195826,"A PHOTO OF DAD, DAUGHTER, AND WIFE SMILING "
287265,299185,A tiny refrigerator sits in the corner of a small kitchen.
186483,124513,Two cats with the same fur pattern looking up.
182353,657354,A couple snuggling under a union jack umbrella.
169171,169573,A close-up of a little boy eating a hot dog.
91154,304741,A man is riding a skateboard at a skate park.
62480,544249,a women that is on a court with a racket
151300,64246,A man sitting cross legged on a bench.
290498,114849,A woman riding on a longboard down a hill
50794,672504,A cat stands on a table next to an ornament
531894,90358,"Two skateboarders, one doing tricks on his skateboard.."
448547,440574,dudes on a horse that are walking down a street
443084,681149,A man is placing something on a woman's face.
413947,98573,a public transit bus parked near the curb of a street
98205,718316,A woman looks at her phone in bed.
427852,658067,This pizza has meat and pineapple on it.
64626,487562,Looking up at a stone clock tower with weather vane
490055,579061,Black and white photo of parking meter across street from building.
427013,666888,A lone zebra is walking through a grassy plain
269561,531917,a man and a child are cutting a cake together
48160,267964,Women crossing the street while it rains holding umbrellas.
565612,615745,"A person is taken in this very picture.
"
36341,536037,A young man is inside a batting cage.
340758,705406,"The Kenworth truck is painted in red, white and blue."
302312,666926,A skateboarder does a trick in a half pipe at a skate park.
241372,431138,There are four giraffes standing a sandy field.
563370,734254,A large body of water sitting next to lots of houses..
416924,410939,Two intensely patterned zebras grazing together in the grass. 
513956,290838,People of all ages gathered to pose for a picture.
51027,453581,"The dog has a leash, which is fastened to the bench."
179278,72109,Two men riding boards while attached to kites.
276590,218553,A baby sitting on a toilet holding a toothbrush.
465693,428096,A mother and her baby watch a group of giraffes in a zoo enclosure. 
271760,707948,Some zebras that are standing next to a tour group.
262673,281525,A black and white photo of skateboarders at a skate park
212864,553247,a shirtless boy on a skateboard soaring above the wall while others watch
122584,411883,Many fruits and vegetables grouped together on a table. 
510235,280698,An orange cat sleeps curled around a wine bottle. 
142016,738406,A person is sitting outside near a bear under a tree.
485602,668728,a long train is sitting on a set of tracks
512572,825687,Two pieces of rolling luggage on a rug.
356738,394602,A small bird sitting on a branch in a tree covered with a light snow.
